deptid,reasonid,department,reason,deptshort,good,NumberHits,childid,first_name,familyid,last_name,age,divorcedparents,addressid1,Street,number,city,country,iso2Country,iso3Country,eu,addressid2,street2,number2
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110668,Averell,427786,Scruby,0,0,348786,School Avenue,61,Corona,United States,US,USA,N,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,115606,Clay,430822,Fehner,12,0,351822,Farragut Drive,107,Ílion,Greece,GR,GRC,Y,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,115851,Todd,430974,Corten,1,1,351974,Corry Court,71,Privas,France,FR,FRA,Y,787717,Monterey Court,89
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,114752,Frederich,430298,Darley,4,0,351298,Debs Court,13,Braunschweig,Germany,DE,DEU,Y,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102509,Anette,422765,Gosnoll,11,0,343765,Haas Center,117,Ōmiya,Japan,JP,JPN,N,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110419,Kaia,427634,Blazej,0,0,348634,Birchwood Street,188,Dolní Studénky,Czech Republic,CZ,CZE,Y,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116235,Codie,431196,Skullet,11,0,352196,South Road,52,Newark,United States,US,USA,N,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,101579,Samuel,422214,Weild,1,1,343214,Vernon Parkway,126,Knoxville,United States,US,USA,N,786637,Swallow Park,231
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,100637,Hastie,421625,Janssens,2,0,342625,Kedzie Avenue,205,Tilburg,Netherlands,NL,NLD,Y,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111353,Edna,428214,Denkin,15,0,349214,Dennis Lane,245,Bochum,Germany,DE,DEU,Y,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,118221,Halli,432445,Flagg,5,0,353445,Fordem Terrace,46,Sandyford,Ireland,IE,IRL,Y,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114512,Leora,430152,de Verson,17,0,351152,Westridge Place,162,Cheyenne,United States,US,USA,N,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,101022,Madelena,421865,Mansour,8,0,342865,Meadow Valley Lane,8,Pawonków,Poland,PL,POL,Y,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,113834,Olivia,429732,Russam,17,0,350732,Russell Parkway,108,Köping,Sweden,SE,SWE,Y,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,105167,Morrie,424403,Lanchbury,6,0,345403,Logan Point,53,Darfield,New Zealand,NZ,NZL,N,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116228,Bear,431192,Trayford,0,0,352192,Thierer Alley,202,Durham,United States,US,USA,N,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102227,Shaun,422598,Leband,0,0,343598,Lukken Trail,78,Biała Piska,Poland,PL,POL,Y,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111954,Ibrahim,428576,Restill,15,0,349576,Ridge Oak Court,90,Överkalix,Sweden,SE,SWE,Y,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110522,Khalil,427700,Filmer,1,0,348700,Fisk Road,87,Gort,Ireland,IE,IRL,Y,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,107212,Antin,425657,Hobson,12,1,346657,Hudson Point,64,Arnhem,Netherlands,NL,NLD,Y,787058,Oakridge Way,80
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,113459,Joline,429500,Conklin,9,0,350500,Continental Lane,41,Carpentras,France,FR,FRA,Y,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104361,Regina,423924,Faier,16,0,344924,Express Street,235,Pérama,Greece,GR,GRC,Y,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,106760,York,425384,Pinnington,10,0,346384,Pepper Wood Street,4,Santo Amaro,Portugal,PT,PRT,Y,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,107568,Jedediah,425881,Setter,10,0,346881,Scott Street,31,Oceanside,United States,US,USA,N,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103142,Gregorio,423164,McGuane,7,0,344164,Michigan Junction,243,Tworków,Poland,PL,POL,Y,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112273,Ransell,428780,Connerly,8,0,349780,Continental Parkway,5,Digne-les-Bains,France,FR,FRA,Y,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116623,Kaine,431433,enzley,3,0,352433,Westridge Terrace,76,Cheyenne,United States,US,USA,N,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103239,Frank,423223,D'Adda,4,0,344223,David Terrace,16,Bremen,Germany,DE,DEU,Y,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112546,Willis,428937,Emilien,16,0,349937,Esch Drive,55,Maroúsi,Greece,GR,GRC,Y,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104209,Barnett,423825,Kilby,8,1,344825,Larry Drive,175,Delft,Netherlands,NL,NLD,Y,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,108530,Timotheus,426492,Tytcomb,14,1,347492,Towne Road,74,Sparks,United States,US,USA,N,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117282,Wain,431854,Tootin,1,0,352854,Texas Court,151,Jackson,United States,US,USA,N,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116370,Farand,431279,Clashe,16,0,352279,Clove Way,99,Frontignan,France,FR,FRA,Y,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110567,George,427727,Flade,0,0,348727,Fordem Point,246,Ratoath,Ireland,IE,IRL,Y,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110853,Lesley,427911,Goolden,10,0,348911,Gulseth Avenue,64,Yashiro,Japan,JP,JPN,N,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,113413,Marjory,429473,Gawn,11,1,350473,Golden Leaf Way,2,Kokubu-matsuki,Japan,JP,JPN,N,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,107917,Evered,426108,Pascho,4,0,347108,Oneill Drive,3,São Martinho do Campo,Portugal,PT,PRT,Y,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,106151,Marget,425005,Baudi,12,0,346005,Artisan Lane,5,El Tambo,Colombia,CO,COL,N,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,107316,Walsh,425722,Kellough,1,1,346722,La Follette Street,30,IJmuiden,Netherlands,NL,NLD,Y,787063,Carberry Street,28
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,118230,Emogene,432449,Bleasby,11,0,353449,Blackbird Alley,51,Dolní Čermná,Czech Republic,CZ,CZE,Y,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114420,Davide,430102,Fladgate,7,0,351102,Fordem Street,151,Sandyford,Ireland,IE,IRL,Y,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,113769,De,429693,Duff,15,0,350693,Dunning Terrace,89,Leipzig,Germany,DE,DEU,Y,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,101137,Nickie,421940,Vallance,17,0,342940,Transport Plaza,80,Brooklyn,United States,US,USA,N,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,109853,Randene,427305,Millsap,15,0,348305,Monument Plaza,122,Santa Maria da Feira,Portugal,PT,PRT,Y,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111806,Amelia,428494,Sherland,7,0,349494,Shasta Street,112,San Francisco,United States,US,USA,N,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102386,Mason,422693,Buffin,14,0,343693,Burning Wood Parkway,29,Červená Voda,Czech Republic,CZ,CZE,Y,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,114595,Cristen,430204,Deverale,6,0,351204,Dexter Court,155,Dortmund,Germany,DE,DEU,Y,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,109928,Reynard,427348,Bellino,7,0,348348,Barnett Pass,65,Paipa,Colombia,CO,COL,N,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,101624,Newton,422242,Meltetal,8,0,343242,Monica Alley,153,Święciechowa,Poland,PL,POL,Y,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,113427,Dick,429480,Sansun,4,0,350480,Sachtjen Junction,63,London,United Kingdom,GB,GBR,N,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105461,Yorker,424583,Springham,3,0,345583,Steensland Court,148,Orlando,United States,US,USA,N,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,101438,Dolf,422131,Schechter,12,0,343131,Sauthoff Way,220,Montgomery,United States,US,USA,N,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112862,Joyous,429144,Bidgood,14,0,350144,Bayside Park,182,Esparza,Costa Rica,CR,CRI,N,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105731,Donall,424741,Herries,5,0,345741,Hooker Lane,107,Apeldoorn,Netherlands,NL,NLD,Y,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,100671,Dione,421647,Solland,5,0,342647,Spohn Circle,150,Fort Lauderdale,United States,US,USA,N,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,115572,Salomo,430796,Allardyce,16,1,351796,7th Trail,54,Winnipeg,Canada,CA,CAN,N,787698,Ilene Plaza,122
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105985,Dara,424902,Petrushkevich,7,0,345902,Park Meadow Trail,42,Amieiro,Portugal,PT,PRT,Y,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105977,Shaylynn,424897,Govier,15,0,345897,Hagan Center,169,Naukšēni,Latvia,LV,LVA,Y,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102743,Nelia,422912,Siggins,11,0,343912,Shopko Circle,39,Denver,United States,US,USA,N,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,112143,Zackariah,428701,Hearnden,11,0,349701,Hollow Ridge Way,154,La Guadalupe,Mexico,MX,MEX,N,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111480,Nerita,428294,Papez,9,0,349294,Old Gate Trail,11,Quintão,Portugal,PT,PRT,Y,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,113605,Idalia,429589,Willingham,18,1,350589,Warner Pass,17,Lubbock,United States,US,USA,N,787533,Crowley Center,64
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,118107,Robinette,432375,Chidzoy,5,0,353375,Claremont Street,37,Palaiseau,France,FR,FRA,Y,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,115322,Marsha,430642,Normanvill,4,0,351642,Northfield Court,2,Castanheira de Pêra,Portugal,PT,PRT,Y,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110503,Misty,427690,Vannar,11,0,348690,Troy Road,175,Elmira,United States,US,USA,N,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102399,Seamus,422702,Gladwell,5,0,343702,Grayhawk Lane,245,Sobue,Japan,JP,JPN,N,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104064,Aviva,423738,Folini,13,1,344738,Forest Run Hill,134,Savyon,Israel,IL,ISR,N,786798,Bobwhite Court,6
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114275,Solomon,430013,Scholtz,5,0,351013,Schiller Terrace,127,Peoria,United States,US,USA,N,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112943,Francois,429191,Hawkshaw,1,0,350191,Hoffman Drive,68,Guadalupe Victoria,Mexico,MX,MEX,N,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,100889,Hanson,421787,McElvogue,3,0,342787,Messerschmidt Drive,161,Szelków,Poland,PL,POL,Y,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,106262,Bronson,425080,Guiot,2,1,346080,Hauk Junction,250,Chapultepec,Mexico,MX,MEX,N,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,106150,Doria,425004,Haysom,4,0,346004,Hollow Ridge Circle,134,El Arenal,Mexico,MX,MEX,N,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116344,Alys,431267,Saltmarshe,16,1,352267,Ryan Point,41,Örnsköldsvik,Sweden,SE,SWE,Y,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,106898,Collin,425467,Whylie,8,1,346467,Village Terrace,43,Fort Worth,United States,US,USA,N,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102058,Kearney,422501,Willerton,10,0,343501,Warner Center,200,Katy,United States,US,USA,N,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112669,Fairlie,429017,Aylmer,5,0,350017,Annamark Plaza,64,Limache,Chile,CL,CHL,N,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103551,Valeda,423410,Oakly,7,0,344410,Northwestern Hill,244,Fonte Boa da Brincosa,Portugal,PT,PRT,Y,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116654,Alicia,431454,Hartford,5,0,352454,Hoard Alley,213,Las Palmas,Mexico,MX,MEX,N,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111331,Bay,428202,Goldspink,13,1,349202,Grim Hill,3,Tōbetsu,Japan,JP,JPN,N,787350,Mayfield Street,178
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,108371,Pamelina,426403,Lydiate,7,1,347403,Marcy Trail,206,Kokotów,Poland,PL,POL,Y,787127,Melody Road,116
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110617,Erny,427756,Cauldwell,3,0,348756,Center Junction,95,Troyes,France,FR,FRA,Y,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111151,Templeton,428101,Baldin,14,1,349101,Anzinger Junction,242,Остров Пасхи,Chile,CL,CHL,N,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103395,Felizio,423319,Adamovitch,14,0,344319,4th Avenue,11,Millet,Canada,CA,CAN,N,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,106325,Pippa,425120,Offill,4,1,346120,Norway Maple Circle,99,Miragaia,Portugal,PT,PRT,Y,786987,Karstens Junction,193
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,114870,Rycca,430362,Kirkham,1,0,351362,Lerdahl Hill,19,Ridderkerk,Netherlands,NL,NLD,Y,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104019,Tansy,423713,Shalcras,9,0,344713,Scoville Terrace,65,Pasadena,United States,US,USA,N,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109570,Fredelia,427135,Irlam,9,0,348135,John Wall Circle,75,'s-Hertogenbosch,Netherlands,NL,NLD,Y,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,114714,Sig,430274,Dreus,14,0,351274,Drewry Way,243,Saarbrücken,Germany,DE,DEU,Y,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112884,Elmira,429155,Hopkins,8,0,350155,Huxley Way,218,Doetinchem,Netherlands,NL,NLD,Y,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,107190,Manuel,425642,McKeever,15,0,346642,Mifflin Junction,237,Wasilków,Poland,PL,POL,Y,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111354,Bibby,428214,Denkin,2,0,349214,Dennis Lane,245,Bochum,Germany,DE,DEU,Y,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109386,Zia,427020,McCorley,10,0,348020,Merry Avenue,81,Suchań,Poland,PL,POL,Y,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102561,Paulette,422795,Storah,7,1,343795,Sullivan Lane,161,Iowa City,United States,US,USA,N,786695,Independence Center,219
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109582,Gannie,427141,Annakin,1,0,348141,Algoma Point,141,Petrolia,Canada,CA,CAN,N,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,113699,Kaspar,429643,Cato,10,0,350643,Center Alley,107,Tours,France,FR,FRA,Y,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110548,Ethelda,427714,Hickinbottom,1,0,348714,Hovde Crossing,91,Apeldoorn,Netherlands,NL,NLD,Y,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111483,Georges,428295,Heatly,16,0,349295,Holmberg Lane,5,Miguel Aleman,Mexico,MX,MEX,N,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,101522,Marylynne,422182,Bellany,0,0,343182,Barnett Drive,101,Ocaña,Colombia,CO,COL,N,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,113438,Analise,429486,Lawless,6,1,350486,Lotheville Place,154,Isdalstø,Norway,NO,NOR,N,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,102895,Greg,423006,Johncey,15,0,344006,Killdeer Parkway,71,Amsterdam Noord west,Netherlands,NL,NLD,Y,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104471,Ophelie,423991,Edling,4,0,344991,Eliot Trail,39,Genisséa,Greece,GR,GRC,Y,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,112084,Reynold,428665,Trodler,18,1,349665,Toban Court,219,Newark,United States,US,USA,N,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,107809,Goober,426042,Savidge,12,0,347042,Saint Paul Center,234,Anchorage,United States,US,USA,N,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114430,Alina,430108,Shenton,13,0,351108,Shasta Park,17,San Diego,United States,US,USA,N,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105717,Esta,424733,Frow,6,0,345733,Garrison Circle,180,Gushikawa,Japan,JP,JPN,N,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116562,Levi,431398,Reina,4,0,352398,Reindahl Road,201,Vällingby,Sweden,SE,SWE,Y,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,107141,Devi,425615,McMychem,3,0,346615,Milwaukee Lane,153,Wojcieszków,Poland,PL,POL,Y,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,113356,Valentin,429434,Grindley,0,0,350434,Hansons Terrace,241,Esch-sur-Alzette,Luxembourg,LU,LUX,Y,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110170,Anica,427495,Dubock,17,1,348495,Duke Drive,29,Leipzig,Germany,DE,DEU,Y,787268,Saint Paul Way,103
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,108144,Tristan,426259,Jeggo,10,0,347259,Kennedy Terrace,230,Waalwijk,Netherlands,NL,NLD,Y,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109320,Michel,426977,Hollington,11,0,347977,Huxley Parkway,33,Doetinchem,Netherlands,NL,NLD,Y,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,108445,Devlin,426447,Curthoys,14,0,347447,Darwin Plaza,155,Nürnberg,Germany,DE,DEU,Y,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117624,Emiline,432057,Thackeray,8,1,353057,Sutherland Junction,26,Boston,United States,US,USA,N,787845,1st Park,78
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104455,Kit,423979,Soanes,1,1,344979,Spenser Place,44,Delray Beach,United States,US,USA,N,786828,Crownhardt Plaza,237
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102695,Timmi,422884,Stainland,14,1,343884,Stephen Road,51,Saint Petersburg,United States,US,USA,N,786705,Bay Circle,164
